model_key,model,acc_mean,acc_std,train_s,infer_ms
cnn_transformer_noiseaug,CNN+Transformer(NoiseAug),0.9988597491448118,1.1102230246251565e-16,46.72127261161804,3.715099607195173
ml_svm,SVM(RBF),0.7023945267958951,0.0,10.993719039985445,2.798921641964835
ml_rf,RandomForest,0.7279361459521094,0.004302842021462508,5.853413759998512,0.06646002279626399
ml_knn,KNN,0.37970353477765106,0.0,0.07426257998449728,0.08579685292742986
