model_key,model,clean,snr_9,snr_6,snr_3,snr_0,drop_snr_9,drop_snr_6,drop_snr_3,drop_snr_0
cnn_transformer_noiseaug,CNN+Transformer(NoiseAug),0.9988597491448119,1.0,0.9977194982896237,0.984036488027366,0.8768529076396807,-0.114155251141548,0.11415525114155912,1.4840182648401905,12.214611872146126
ml_knn,KNN,0.37970353477765106,0.3888255416191562,0.3751425313568985,0.3660205245153934,0.3808437856328392,-2.40240240240241,1.2012012012011977,3.603603603603593,-0.3003003003003031
ml_rf,RandomForest,0.7217787913340935,0.7103762827822121,0.6807297605473204,0.6431014823261118,0.500570125427594,1.5797788309636642,5.687203791469201,10.90047393364929,30.647709320695103
ml_svm,SVM(RBF),0.7023945267958951,0.69327251995439,0.7115165336374002,0.69327251995439,0.6351197263397947,1.2987012987012947,-1.2987012987012947,1.2987012987012947,9.577922077922079
